ID,smiles,toxic,FormalCharge,TPSA,MolWt,HeavyAtoms,NHOH,HAcceptors,HDonors,Heteroatoms,AromaticRings,SaturatedRings,AromaticOH,AromaticN,LogP
25240777,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,0,0,61.09,311.425,23,1,3,1,3,0,2,1,0,3.83718
25240778,CN1C=NC=C1[C@@](C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N,1,0,65.84,489.406,34,2,5,1,7,5,0,0,3,5.4964
25240779,CC(CCc1ccc(cc1)O)[NH2+]CCc2ccc(c(c2)O)O,0,1,77.3,302.394,22,5,3,4,4,2,0,0,0,1.9306
25240780,Cc1cccc(c1C)Nc2ccccc2C(=O)[O-],0,-1,52.16,240.282,18,1,3,1,3,2,0,0,0,2.41054
25240781,C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH2+]C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc5cccnc5)NC(=O)[C@@H](Cc6ccc(cc6)Cl)NC(=O)[C@@H](Cc7ccc8ccccc8c7)NC(=O)C,0,1,517.45,1633.297,117,20,17,17,35,6,2,1,1,0.4885
25240783,C(C(CO)O)O,0,0,60.69,92.094,6,3,3,3,3,0,0,3,0,-1.6681
25240784,C1[C@@H]([C@H]([C@@H]([C@H]([NH+]1CCO)CO)O)O)O,0,1,105.59,208.234,14,6,5,6,6,0,1,5,0,-4.6792
25240785,c1ccc(cc1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)O,0,0,61.69,286.718,20,2,3,2,5,2,0,1,0,2.4479
25240786,c1ccc2c(c1)c(ns2)N3CC[NH+](CC3)CCc4cc5c(cc4Cl)NC(=O)C5,0,1,49.67,413.954,28,2,4,2,7,3,1,0,1,2.3919
25240787,CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)[N+](=O)[O-],0,0,111.43,307.287,21,1,7,1,9,2,0,0,1,2.2289
25240788,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,0,0,100.9,476.585,34,2,6,2,7,0,3,2,0,3.6368
25240789,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,0,0,40.62,356.058,16,0,2,0,6,0,1,0,0,1.2272
25240790,CCOC(=O)[C@](C)(Cc1ccc(c(c1)O)O)[NH3+],0,1,94.4,240.279,17,5,4,3,5,1,0,0,0,0.204
25240791,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,0,0,43.37,344.495,25,0,3,0,3,0,3,0,0,4.8401
25240792,CC[N+](CC)(CC)CCC(c1ccccc1)(C2CCCCC2)O,0,1,20.23,318.525,23,1,1,1,2,1,1,1,0,4.7211
25240793,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,0,0,60.44,428.613,31,0,4,0,4,0,3,0,0,5.9696
25240794,CC(=O)N1CCN(CC1)c2ccc(cc2)OC[C@H]3CO[C@](O3)(Cn4ccnc4)c5ccc(cc5Cl)Cl,0,0,69.06,531.44,36,0,7,0,10,3,2,0,2,4.2058
25240795,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],0,0,123.2,236.136,16,0,8,0,10,0,2,0,0,-1.0622
25240796,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(C[NH2+]C(C)C)O,0,1,92.24,337.44,24,4,4,3,6,1,0,1,0,1.3393
25240797,CCn1cc(c(=O)c2c1nc(c(c2)F)N3CC[NH2+]CC3)C(=O)[O-],0,0,94.87,320.324,23,2,6,1,8,2,1,0,2,-1.6976
25240798,C[C@H]([C@@H](C(=O)N)NC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CCCC[NH3+])Cc2c[nH]c3c2cccc3)Cc4ccc(cc4)O)NC(=O)[C@@H](Cc5ccc6ccccc6c5)[NH3+])O,0,2,358.32,1098.363,77,18,12,13,23,5,1,1,1,-0.612
25240799,COC(=O)c1ccccc1O,0,0,46.53,152.149,11,1,3,1,3,1,0,0,0,1.1788
25240800,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1,0,64.16,410.493,30,0,6,0,7,3,1,0,3,3.59042
25240801,Cc1c(cc(c(=O)[nH]1)C#N)c2ccncc2,0,0,69.54,211.224,16,1,3,1,4,2,0,0,2,1.617
25240802,CCCCC[C@H](CC[C@H]1[C@@H]2Cc3cccc(c3C[C@@H]2C[C@@H]1O)OCC(=O)[O-])O,0,-1,89.82,389.512,28,2,5,2,5,1,1,2,0,2.2485
25240803,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,0,0,151.92,265.222,18,5,8,5,10,0,1,4,0,-2.8909
25240804,C(C[NH3+])C(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],0,-3,174.25,232.045,13,4,7,2,10,0,0,1,0,-4.9081
25240805,CC(C)C[C@@H](C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)[C@H](Cc5c[nH]cn5)NC(=O)[C@@H]6CCC(=O)N6,0,1,473.87,1183.319,85,20,14,17,30,4,2,1,3,-5.9974
25240806,c1cc(ccc1[C@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)[C-](Cl)Cl)O)[N+](=O)[O-],0,-2,158.9,421.189,27,2,8,2,12,1,0,1,0,0.15339
25240807,CN(CCCNC(=O)C1CCCO1)c2nc3cc(c(cc3c(n2)N)OC)OC,0,0,111.83,389.456,28,3,8,2,9,2,1,0,2,1.3507
25240808,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)[NH+](C)C)OC(=O)CC)(C)O)C)C)O)(C)O,0,1,201.18,791.009,55,5,14,5,15,0,3,4,0,1.3294
25240809,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,0,0,118.36,380.662,20,4,5,3,12,1,0,0,0,0.821
25240810,Cc1cc2c(cc1C)n(c-3nc(=O)[nH]c(=O)c3n2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,0,0,161.56,376.369,27,5,9,5,10,1,0,4,4,-1.72356
25240811,C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])[O-],0,-2,191.31,442.424,32,5,8,4,10,1,0,2,0,-4.7921
25240812,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,0,0,80.67,466.977,32,1,5,1,7,0,3,1,0,4.1031
25240813,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)[NH+](C)C)O)(C)OC)C)C)O)(C)O,0,1,184.11,748.972,52,5,13,5,14,0,3,4,0,1.0226
25240814,CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,0,0,74.29,305.341,23,0,5,0,6,3,0,0,3,2.64078
25240815,CS(=O)(=O)O.C1CO[P@@](=O)(O[C@@H]1C2=CC(=CC=C2)Cl)COCCN3C=NC4=C3N=CN=C4N,1,0,168.75,519.904,33,3,11,2,15,3,1,0,4,2.9113
25240816,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,1,0,146.89,334.332,24,5,8,3,9,0,2,0,0,-1.6512
25240817,CC1(C(C1C(=O)OCc2cccc(c2)Oc3ccccc3)C=C(Cl)Cl)C,0,0,35.53,391.294,26,0,3,0,5,2,1,0,0,6.1133
25240818,CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3,0,0,60.44,314.362,22,0,4,0,5,2,0,0,0,2.5577
25240819,Cc1ncc(n1CCO)[N+](=O)[O-],0,0,81.19,171.156,12,1,5,1,6,1,0,1,2,0.09202
25240820,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)OC(=O)C,0,0,80.67,418.505,30,1,5,1,6,0,3,1,0,3.4941
25240821,C(CS)[NH3+],0,1,27.64,78.16,4,3,1,2,2,0,0,0,0,-0.8419
25240822,C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CC[NH2+]CC4,0,1,82.57,451.353,30,4,5,2,9,3,1,0,3,4.0115
25240823,CC(C)[C@@H](C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,1,0,151.14,324.341,23,5,9,3,10,2,0,0,4,-0.7976
25240824,c1c(cc(c(c1Cl)NC2=[NH+]CCN2)Cl)N,0,1,64.05,246.121,15,5,3,4,6,1,0,0,0,0.0273
25240825,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)[O-])[NH+]=C(N)N,0,0,205.16,332.313,23,9,7,7,11,0,0,3,0,-7.0396
25240826,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)[O-])SCC/[NH+]=C/N)O,0,0,120.66,299.352,20,4,5,3,8,0,1,1,0,-3.6398
25240827,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,0,-3,140.62,189.099,13,1,7,1,7,0,0,1,0,-5.2526
25240828,CCOCCn1c2ccccc2nc1N3CCC[NH+](CC3)C,0,1,34.73,303.43,22,1,4,1,5,2,1,0,2,0.7976
25240829,c1ccc(cc1)C2=NC(C(=O)Nc3c2cc(cc3)Cl)C(=O)[O-],0,-1,81.59,313.72,22,1,4,1,6,2,0,0,0,1.248
25240830,CCCC[NH+]1CCCCC1C(=O)Nc2c(cccc2C)C,0,1,33.54,289.443,21,2,1,2,3,1,1,0,0,2.47944
25240831,c1cc(ccc1CCCC[NH2+]C[C@@H](c2ccc(c(c2)O)O)O)O,0,1,97.53,318.393,23,6,4,5,5,2,0,1,0,1.4231
25240832,C[C@H](c1cccc2c1cccc2)[NH2+]CCCc3cccc(c3)C(F)(F)F,0,1,16.61,358.427,26,2,0,1,4,3,0,0,0,5.1158
25240833,CC(C)(C)[NH2+]CC(COc1cccc2c1CCC(=O)N2)O,0,1,75.17,293.387,21,4,3,3,5,1,0,1,0,0.6729
25240834,c1ccc(c(c1)C2=NCC(=S)N(c3c2cc(cc3)Cl)CC(F)(F)F)F,0,0,15.6,386.801,25,0,2,0,8,2,0,0,0,5.0262
25240835,Cc1cc(n(c(=O)c1)[O-])C2CCCCC2,0,-1,45.06,206.265,15,0,3,0,3,1,1,0,1,2.55032
25240836,CN1C(=O)CC(C1=O)c2ccccc2,0,0,37.38,189.214,14,0,2,0,3,1,1,0,0,1.1589
25240837,C=CC(CCC(=O)[O-])[NH3+],0,0,67.77,129.159,9,3,2,1,3,0,0,0,0,-1.687
25240838,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c2c[nH]c3c2cc(cn3)c4ccc(cc4)Cl)F,0,0,91.92,489.931,33,2,4,2,10,4,0,0,2,5.5442
25240839,Cc1cccn2c1ncc(c2=O)c3[n-]nnn3,0,-1,87.14,227.207,17,0,6,0,7,3,0,0,6,-0.18788
25240840,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C,0,0,37.3,288.431,21,1,2,1,2,0,3,1,0,3.8792
25240841,C[N+]1(CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5OC)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)OC)(C)C)OC)C,0,2,55.38,652.832,48,0,6,0,8,4,0,0,0,7.4516
25240842,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C[NH3+])O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)[NH3+])O)[NH3+],0,4,289.09,488.535,33,19,11,11,15,0,3,7,0,-10.1586
25240843,CCCCCCCCc1ccc(cc1)CCC(CO)(CO)[NH3+],0,1,68.1,308.486,22,5,2,3,3,1,0,2,0,2.4875
25240844,COc1cc2c(cc1OC)nc(nc2N)N3CCN(CC3)C(=O)C4COc5ccccc5O4,0,0,112.27,451.483,33,2,9,1,10,3,1,0,2,1.7178
25240845,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,0,0,43.37,428.657,31,0,3,0,3,0,3,0,0,7.1807
25240846,c1ccc2c(c1)c(c[nH]2)C(=O)OC3C[C@H]4CC5CC(C3)[NH+]4CC5=O,0,1,63.6,325.388,24,2,3,2,5,2,4,0,1,1.1019
25240847,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,0,0,37.3,312.453,23,1,2,1,2,0,3,1,0,3.8826
25240848,CC(C)(C(=O)NCCS(=O)(=O)[O-])Oc1ccc(cc1)C(=O)c2ccc(cc2)Cl,0,-1,112.6,424.882,28,1,6,1,9,2,0,0,0,2.3898
25240849,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3[n-]nnn3)[C@@H](C(C)C)C(=O)[O-],0,-2,113.21,433.512,32,0,6,0,8,3,0,0,4,2.4561
25240850,c1ccc(cc1)[C@H](C(=O)N[C@H]2[C@H]3CCC(=C(N3C2=O)C(=O)[O-])Cl)[NH3+],0,0,117.18,349.774,24,4,4,2,8,1,1,0,0,-1.3407
25240851,c1c(nc(s1)N)/C(=C/CC(=O)[O-])/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)[O-],0,-2,168.58,408.417,27,3,10,2,12,1,1,0,1,-2.7176
25240852,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(cc9O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)[O-])O)CC(=O)N)NC(=O)[C@@H](CC(C)C)[NH2+]C)O)CO)O)O)(C)[NH3+])O,0,1,539.52,1450.279,101,22,24,18,35,5,2,6,0,-2.9715
25240853,Cc1cccc(c1NC(=O)C[NH+]2CCN(CC2)CC(COc3ccccc3OC)O)C,0,1,75.47,428.553,31,3,5,3,7,2,1,1,0,0.89094
25240854,CN(C)C(=O)C(CC[NH+]1CCC(CC1)(c2ccc(cc2)Cl)O)(c3ccccc3)c4ccccc4,0,1,44.98,478.056,34,2,2,2,5,3,1,1,0,3.6709
25240855,C[N+]1(CCc2cc(c(cc2C1Cc3ccc(c(c3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCc5cc(c(cc5C4Cc6ccc(c(c6)OC)OC)OC)OC)C,0,2,126.44,929.161,67,0,12,0,14,4,0,0,0,8.0655
25240856,c1cc(c(cc1Cl)Cl)CO/N=C(/Cn2ccnc2)\c3ccc(cc3Cl)Cl,0,0,39.41,429.134,26,0,4,0,8,3,0,0,2,6.1178
25240857,C[C@@H]1CN(C[C@@H]([NH2+]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[O-])C4CC4)N)F,0,0,108,392.406,28,4,6,2,9,2,2,0,1,-0.2793
25240858,c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N,0,0,90.71,256.096,16,4,5,2,7,2,0,0,3,2.0098
25240859,c1ccc2c(c1)CC(N(C2)C(=O)[C@H](CO)NC(=O)[C@H](Cc3cccs3)NC(=O)CNC(=O)C4C[C@H](CN4C(=O)C5CCCN5C(=O)C(CCC[NH+]=C(N)N)NC(=O)[C@@H](CCC[NH+]=C(N)N)[NH3+])O)C(=O)N6[C@H]7CCCC[C@H]7CC6C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)[O-],0,3,533,1307.572,92,25,14,17,33,2,4,2,0,-12.8327
25240860,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,0,0,106.35,581.069,40,2,8,2,11,5,0,0,2,6.1391
25240861,C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)([O-])[O-],0,-2,142.04,285.2,19,2,9,1,10,2,0,0,4,-1.3152
25240862,COCCOc1cc2c(cc1OCCOC)ncnc2Nc3cccc(c3)C#C,0,0,74.73,393.443,29,1,7,1,7,3,0,0,2,3.4051
25240863,CCC(=O)OC(C(C)C)OP(=O)(CCCCc1ccccc1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3,0,-1,113.04,562.664,39,0,7,0,9,1,2,0,0,4.7866
25240864,C[N+](C)(C)CCOC(=O)N,0,1,52.32,147.198,10,2,2,1,4,0,0,0,0,-0.2121
25240865,c1ccc(cc1)CC(=O)[O-],0,-1,40.13,135.142,10,0,2,0,2,1,0,0,0,-0.021
25240866,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CCl)OC(=O)c5ccco5)C)O)Cl)C,0,0,93.81,521.437,35,1,6,1,8,1,3,1,0,4.8692
25240867,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,1,0,140.65,589.722,42,3,9,3,12,4,1,0,3,4.09432
25240868,c1c(cc(c(c1O)O)O)C(=O)Oc2cc(cc(c2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)c4cc(c(c(c4)OC(=O)c5cc(c(c(c5)O)O)O)O)O)OC(=O)c6cc(c(c(c6)OC(=O)c7cc(c(c(c7)O)O)O)O)O)OC(=O)c8cc(c(c(c8)OC(=O)c9cc(c(c(c9)O)O)O)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O,0,0,777.98,1701.206,122,25,46,25,46,10,1,0,0,4.8381
25240869,[O-][99Tc](=O)(=O)=O,0,-1,74.27,162.9022547,5,0,4,0,5,0,0,0,0,-1.5479
25240870,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CC[NH+](CC4)C)n(n1)C,0,1,114.62,475.595,33,2,7,2,11,3,1,0,4,0.1938
25240871,C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,0,1,63.5,304.366,22,2,4,2,5,1,3,1,0,-0.499
25240872,C[NH+]1CCN(CC1)C(=O)O[C@H]2c3c(nccn3)C(=O)N2c4ccc(cn4)Cl,0,1,92.96,389.823,27,1,6,1,10,2,1,0,3,0.1509
25240873,CCOC(=O)CCCCCCCCC(C)c1ccccc1I,0,0,26.3,416.343,22,0,2,0,3,1,0,0,0,6.0786
25240874,CCc1cc2c(cc1CC)CC(C2)[NH2+]C[C@@H](c3ccc(c4c3ccc(=O)[nH]4)O)O,0,1,89.93,393.507,29,5,3,4,5,3,0,1,1,2.1227
25240875,CC(C)NC(=O)c1ccc(cc1)CNNC,0,0,53.16,221.304,16,3,3,3,4,1,0,0,0,1.0488
25240876,c1ccn(c(=S)c1)[O-],0,-1,27.99,126.16,8,0,3,0,3,1,0,0,1,1.56349
25240877,C(C(F)(F)F)(OC(F)F)F,0,0,9.23,168.036,10,0,1,0,7,0,0,0,0,2.0835
25240878,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,1,0,86.28,493.615,37,2,7,2,8,4,1,0,3,4.59032
25240879,Cc1c2c(cc(c1F)N3CC[NH2+]C(C3)C)n(cc(c2=O)C(=O)[O-])C4CC4,0,0,81.98,359.401,26,2,5,1,7,2,2,0,1,-0.08068
25240880,CCC(=O)NCC[C@@H]1CCc2c1c3c(cc2)OCC3,0,0,38.33,259.349,19,1,2,1,3,1,0,0,0,2.5676
25240881,c1cc(ccc1[C@@H]2[C@H](C(=O)N2c3ccc(cc3)F)CC[C@@H](c4ccc(cc4)F)O)O,0,0,60.77,409.432,30,2,3,2,6,3,1,1,0,4.8883
25240882,CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)[O-])[N+](=O)[O-])/C#N,0,-1,130.53,304.282,22,1,6,1,8,1,0,0,0,1.14938
25240883,CCO/N=C(/c1nc(sn1)NP(=O)([O-])[O-])\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)Sc4nc(cs4)c5cc[n+](cc5)C)C(=O)[O-],0,-2,228.9,682.684,43,2,16,2,21,3,1,0,4,-1.379
25240884,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(c3ccccc3)C(=O)[O-])C(=O)[O-])C,0,-2,129.67,376.39,26,1,7,1,9,1,2,0,0,-2.1829
25240885,c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)C(F)(F)F,0,0,104.55,296.201,20,3,6,3,10,1,1,2,2,-0.8039
25240886,CC(=O)Nc1c(c(c(c(c1I)C(=O)[O-])I)C(=O)NC)I,0,-1,98.33,612.907,20,2,4,2,9,1,0,0,0,1.1819
25240887,c1c(c(=O)[nH]c(=O)[nH]1)F,0,0,65.72,130.078,9,2,2,2,5,1,0,0,2,-0.7977
25240888,CC(=O)CC(c1ccccc1)c2c(c3ccccc3oc2=O)[O-],0,-1,70.34,307.325,23,0,4,0,4,3,0,0,0,2.9776
25240889,CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c2ccc(cc2)N3CCN(CC3)c4ccc(cc4)OC[C@H]5C[C@](OC5)(Cn6cncn6)c7ccc(cc7F)F,0,0,115.7,700.791,51,1,12,1,14,5,2,1,6,4.5732
25240890,c1cc(ccc1C(CC(=O)[O-])C[NH3+])Cl,0,0,67.77,213.664,14,3,2,1,4,1,0,0,0,-0.1945
25240891,CCCC[NH+](CCCC)CC(c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,0,1,24.67,529.959,35,2,1,2,5,3,0,1,0,7.7346
25240892,c1ccc(cc1)C(=O)c2cccc(c2N)CC(=O)N,0,0,86.18,254.289,19,4,3,2,4,2,0,0,0,1.5276
25240893,CCn1cc(c(=O)c2c1cc(c(c2)F)N3CC[NH2+]CC3)C(=O)[O-],0,0,81.98,319.336,23,2,5,1,7,2,1,0,1,-1.0926
25240894,Cc1cccc(c1OCC(C)[NH3+])C,0,1,36.87,180.271,13,3,1,1,2,1,0,0,0,1.31264
25240895,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)OCC,0,1,92.27,313.418,22,4,4,2,6,0,0,0,0,0.5686
25240896,c1ccc2c(c1)c(c(c(=O)o2)Cc3c(c4ccccc4oc3=O)[O-])[O-],0,-2,106.54,334.283,25,0,6,0,6,4,0,0,0,1.6374
25240897,CC(C)[NH2+]CC(COc1ccc(cc1)COCCOC(C)C)O,0,1,64.53,326.457,23,3,4,2,5,1,0,1,0,1.3397
25240898,C(=[NH2+])(N)N,0,1,77.63,60.08,4,6,0,3,3,0,0,0,0,-2.9811
25240899,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)[O-])[NH3+])/C(=O)[O-])C,0,-1,137,357.452,24,4,6,2,8,0,1,0,0,-1.9536
25240900,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CSC4C[C@H]5CC[C@@H](C4)[NH+]5C)C,0,1,68.04,518.784,36,2,5,2,6,0,5,1,0,3.8342
25240901,CCC(Cc1c(cc(c(c1I)N)I)I)C(=O)[O-],0,-1,66.15,569.926,17,2,3,1,6,1,0,0,0,2.4012
25240902,C(OC(C(F)(F)F)C(F)(F)F)F,0,0,9.23,200.053,12,0,1,0,8,0,0,0,0,2.4232
25240903,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)[NH+](C)C)O)(C)O)C)C)O)(C)O,0,1,195.11,734.945,51,6,13,6,14,0,3,5,0,0.3685
25240904,CC1(C([NH2+]C(S1)C(C(=O)NCCCCCC(=O)[O-])NC(=O)Cc2ccccc2)C(=O)[O-])C,0,-1,155.07,464.564,32,4,7,3,10,1,1,0,0,-2.3262
25240905,C(C(CO)(CO)[NH3+])O,0,1,88.33,122.144,8,6,3,4,4,0,0,3,0,-3.056
25240906,C(=O)(N)N,0,0,69.11,60.056,4,4,1,2,3,0,0,0,0,-0.9762
25240907,CC(C)(C)[NH2+]CC(c1cc(cc(c1)O)O)O,0,1,77.3,226.296,16,5,3,4,4,1,0,1,0,0.4931
25240908,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,0,0,60.44,372.505,27,0,4,0,4,0,3,0,0,4.2667
25240909,CCCCC(CC)COC(=O)/C=C/c1ccc(cc1)OC,0,0,35.53,290.403,21,0,3,0,3,1,0,0,0,4.468
25240910,C[C@@H](C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4c3cccc4)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc5c[nH]c6c5cccc6)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc7c[nH]c8c7cccc8)C(=O)NCCO)NC(=O)CNC(=O)[C@H](C(C)C)NC=O,0,0,548.99,1882.332,136,21,17,21,37,8,0,1,4,4.3723
25240911,CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],0,-2,216.2,452.431,33,5,12,3,13,3,0,0,4,-2.401
