classification,residueCount,resolution,structureMolecularWeight,crystallizationTempK,densityMatthews,densityPercentSol,phValue
TRANSFERASE,999,1.7,111445.4,291,2.88,57.26,5.5
TRANSFERASE,239,2,25778.19,291,2.45,49.48,5.5
TRANSFERASE,478,1.97,52703.68,291,2.42,48.68,5.5
TRANSFERASE,530,2.1,60173.88,291,2.92,57.56,5.5
TRANSFERASE,385,1.58,43349.44,291,2.4,48,5.5
TRANSFERASE,385,1.58,43363.46,291,2.4,49,5.5
TRANSFERASE,770,2.1,86390.55,291,2.3,47,5.5
TRANSFERASE,548,2.2,59831.82,291,2.5,51,5.5
TRANSFERASE,431,2.6,46145.32,291,1.8,30.5,5.5
TRANSFERASE,530,2.5,59615.17,291,3.19,61.44,5.5
TRANSFERASE,530,2,59638.16,291,3.19,61.47,5.5
TRANSFERASE,530,2.5,59694.32,291,3.19,61.41,5.5
TRANSFERASE,530,1.85,60138.78,291,3.26,62.23,5.5
TRANSFERASE,530,2.8,59670.21,291,3.21,61.69,5.5
TRANSFERASE,530,2.2,59670.21,291,3.2,61.51,5.5
TRANSFERASE,530,2,59670.21,291,3.19,61.42,5.5
TRANSFERASE,530,2.3,59670.21,291,3.27,62.37,5.5
TRANSFERASE,530,2.2,59670.21,291,3.23,61.92,5.5
TRANSFERASE,530,2.4,59670.21,291,3.29,62.65,5.5
TRANSFERASE,2028,2.8,233852.12,291,3.15,60.95,5.5
TRANSFERASE,585,2.7,68661.88,291,2.95,58.28,5.5
TRANSFERASE,2028,2.9,233965.62,291,3.18,61.29,5.5
TRANSFERASE,530,2.8,60522.58,291,3.21,61.72,5.5
TRANSFERASE,849,2,98156.12,291,3.31,62.84,5.5
TRANSFERASE,1338,2.8,152441.42,291,2.59,52.52,5.5
TRANSFERASE,530,2.5,59731.38,291,3.23,61.98,5.5
TRANSFERASE,530,2.4,59615.3,291,3.25,62.2,5.5
TRANSFERASE,530,2.2,59615.3,291,3.22,61.81,5.5
TRANSFERASE,530,2,59547.19,291,3.24,62.02,5.5
TRANSFERASE,530,2.1,59831.36,291,3.25,62.21,5.5
TRANSFERASE,530,2.1,59799.36,291,3.24,62,5.5
TRANSFERASE,530,2.1,59785.34,291,3.24,61.98,5.5
TRANSFERASE,530,2.2,59721.29,291,3.24,62.08,5.5
TRANSFERASE,530,2.6,59559.14,291,3.2,61.59,5.5
TRANSFERASE,530,2.4,59739.31,291,3.26,62.27,5.5
TRANSFERASE,386,1.8,43785.91,291,2.35,47.6,5.5
TRANSFERASE,846,2.1,97300.4,291,3.36,63.38,5.5
TRANSFERASE,386,1.77,43418.52,291,2.26,48.6,5.5
TRANSFERASE,386,1.7,43717.84,291,2.41,49.01,5.5
TRANSFERASE,215,1.3,24301.27,291,1.8,32.2,5.5
TRANSFERASE,272,1.9,31600.84,291,2.26,45.46,5.5
TRANSFERASE,385,1.95,43400.48,291,2.11,46.94,5.5
TRANSFERASE,386,1.63,44027.19,291,2.42,49.26,5.5
TRANSFERASE,386,1.63,43906.06,291,2.32,47.03,5.5
TRANSFERASE,1342,2.35,153138.78,291,2.7,54.39,5.5
TRANSFERASE,849,2,98162.47,291,3.34,63.15,5.5
TRANSFERASE,255,1.7,28687.41,291,2.3,46.49,5.5
TRANSFERASE,2132,2,234197.16,291,2.43,49.41,5.5
TRANSFERASE,1108,2,123885.79,291,2.17,43.28,5.5
TRANSFERASE,2200,2,242215.62,291,2.55,51.79,5.5
TRANSFERASE,320,2.9,37377.14,291,4.59,73.19,5.5
TRANSFERASE,364,1.9,39005.35,291,2.64,53.4,5.5
TRANSFERASE,1095,2,124061.76,291,2.24,45.05,5.5
TRANSFERASE,562,2.4,66468.3,291,2.82,56.38,5.5
TRANSFERASE,562,2.89,66348.11,291,2.44,49.59,5.5
TRANSFERASE,562,1.87,67461.26,291,2.83,56.53,5.5
TRANSFERASE,804,2.2,90119.03,291,2.14,42.43,5.5
TRANSFERASE,1460,2.7,162479.69,291,2.21,44.35,5.5
TRANSFERASE,371,1.72,41875.98,291,2.25,45.34,5.5
TRANSFERASE,1568,4.01,178427.86,291,5,75.4,5.5
TRANSFERASE,4308,3.2,489275.38,291,2.72,54.79,5.5
TRANSFERASE,235,1.4,26076.69,291,2.84,56.72,5.5
TRANSFERASE,235,1.2,26343.93,291,2.76,55.41,5.5
TRANSFERASE,235,1.2,26156.76,291,2.88,57.35,5.5
TRANSFERASE,235,1.4,26246.88,291,2.86,56.99,5.5
TRANSFERASE,235,1.4,26247.87,291,2.87,57.22,5.5
TRANSFERASE,153,1.45,17782.3,291,2.09,41.17,5.5
TRANSFERASE,194,1.7,21189.08,291,2.01,38.88,5.5
TRANSFERASE,2028,2.95,229941.22,291,2.54,51.6,5.5
TRANSFERASE,642,1.92,67697.55,291,2.23,44.9,5.5
TRANSFERASE,442,2.15,50951.31,291,2.04,39.74,5.5
TRANSFERASE,288,1.9,33302.27,291,1.97,37.67,5.5
TRANSFERASE,714,3.1,82556.66,291,2.7,54.39,5.5
TRANSFERASE,1184,1.89,130790.52,291,2.39,48.47,5.5
TRANSFERASE,1184,1.66,131951.56,291,2.3,46.54,5.5
TRANSFERASE,1184,1.92,131430.98,291,2.36,47.95,5.5
TRANSFERASE,592,1.93,65743.55,291,2.25,45.44,5.5
TRANSFERASE,1184,2,131502.95,291,2.27,45.92,5.5
TRANSFERASE,494,1.57,55978.92,291,2.36,47.86,5.5
TRANSFERASE,471,2.4,55106.3,291,2.58,52.24,5.5
TRANSFERASE,471,2.6,54571.45,291,2.34,46.85,5.5
TRANSFERASE,306,1.27,34947.84,291,1.98,37.8,5.5
TRANSFERASE,555,1.85,62766.82,291,2.7,54.37,5.5
TRANSFERASE,324,1.22,37910.36,276,2.18,43.5,5.5
TRANSFERASE,2274,2.3,258657.88,276,4.34,71.67,5.5
TRANSFERASE,186,1.9,21088.5,292,2.3,44,5.5
TRANSFERASE,158,1.85,18790.62,292,2.13,39.8,5.5
TRANSFERASE,284,2.36,32165.95,292,2.46,49.91,5.5
TRANSFERASE,207,2.9,24085.01,292,3.62,65.8,5.5
TRANSFERASE,660,1.79,74192.98,292,2.12,41.99,5.5
TRANSFERASE,626,1.88,71824.31,292,2.25,45.43,5.5
TRANSFERASE,924,2,96928.98,292,2.1,41.46,5.5
TRANSFERASE,1264,1.95,153834.34,292,2.25,45.27,5.5
TRANSFERASE,882,1.55,98747.03,292,2.09,41.12,5.5
TRANSFERASE,2140,2.35,234313.97,292,2.52,51.2,5.5
TRANSFERASE,804,2.05,89370.2,277,2.75,55.35,5.5
TRANSFERASE,124,1.8,14380.36,277,2,38.42,5.5
TRANSFERASE,855,2.5,101505.68,277,5.53,77.59,5.5
TRANSFERASE,380,2.35,43933.8,277,2.73,54.51,5.5
TRANSFERASE,380,2.7,44154.03,277,2.62,52.76,5.5
TRANSFERASE,855,2.5,101265.74,277,5.53,77.59,5.5
TRANSFERASE,336,2.05,39269.38,277,1.99,38.18,5.5
TRANSFERASE,281,1.6,32639.1,277,2.39,48.46,5.5
TRANSFERASE,270,2.1,32247.82,277,2.71,54.56,5.5
TRANSFERASE,292,2.05,34530.57,277,2.88,57.27,5.5
TRANSFERASE,1488,2.33,176332.73,277,2.37,48.02,5.5
TRANSFERASE,166,2.61,20311,277,2.2,44.08,5.5
TRANSFERASE,974,2.3,110905.61,277,2.53,51.44,5.5
TRANSFERASE,1782,2,201623.2,277,2.72,54.83,5.5
TRANSFERASE,1456,1.85,159582.56,277,2.38,48.23,5.5
TRANSFERASE,1456,2.25,158837.41,277,2.37,48.15,5.5
TRANSFERASE,2172,2.7,247771.48,277,2.46,49.91,5.5
TRANSFERASE,812,3.23,90547.43,277,2.44,49.6,5.5
TRANSFERASE,786,2.6,89857.8,277,2.87,57.07,5.5
TRANSFERASE,786,2.15,91246.69,277,2.95,58.3,5.5
TRANSFERASE,786,2.45,91673.91,277,2.96,58.46,5.5
TRANSFERASE,786,2.7,91376.39,277,2.93,58.04,5.5
TRANSFERASE,786,2.6,91946.59,277,3.01,59.16,5.5
TRANSFERASE,786,2.5,91306.88,277,2.95,58.25,5.5
TRANSFERASE,786,2.65,91734.09,277,2.95,58.32,5.5
TRANSFERASE,786,2.6,90813.42,277,2.98,58.79,5.5
TRANSFERASE,786,2.75,90861.42,277,2.93,58.03,5.5
TRANSFERASE,786,2.7,91178.66,277,2.97,58.53,5.5
TRANSFERASE,786,2.6,91605.88,277,2.94,58.19,5.5
TRANSFERASE,786,2.6,91162.53,277,2.95,58.33,5.5
TRANSFERASE,786,2.55,91226.53,277,2.97,58.56,5.5
TRANSFERASE,912,2.3,101764.58,277,2.3,46.53,5.5
TRANSFERASE,1014,2.3,115568.67,277,2.43,49.37,5.5
TRANSFERASE,974,2.64,103532.98,277,2.31,46.79,5.5
TRANSFERASE,282,2.5,32956.7,277,2.58,52.3,5.5
TRANSFERASE,282,2.6,32975.74,277,2.76,55.41,5.5
TRANSFERASE,282,2.6,32981.72,277,2.59,52.47,5.5
TRANSFERASE,235,1.65,26530.23,277,2.38,48.28,5.5
TRANSFERASE,323,1.5,36319.63,277,2.17,43.33,5.5
TRANSFERASE,960,1.88,109712.61,277,2.4,48.8,5.5
TRANSFERASE,424,1.9,50147.96,277,2.55,51.69,5.5
TRANSFERASE,130,1.5,16248.47,277,4.08,69.86,5.5
TRANSFERASE,130,1.5,15799.29,277,4.08,69.86,5.5
TRANSFERASE,130,1.6,15775.85,277,4.1,70.03,5.5
TRANSFERASE,542,1.8,66563.23,277,2.23,44.83,5.5
TRANSFERASE,352,2.6,39570.76,277,2.63,53.19,5.5
TRANSFERASE,358,1.9,41080.01,277,2.35,47.59,5.5
TRANSFERASE,342,1.09,42319.44,277,2.09,41.04,5.5
TRANSFERASE,1806,3,207904.22,277,3.1,60.39,5.5
TRANSFERASE,774,3,90162.5,293,2.51,51.02,5.5
TRANSFERASE,221,2.63,25270.1,293,2.5,50.81,5.5
TRANSFERASE,393,1.7,43689.59,293,3.07,59.99,5.5
TRANSFERASE,393,1.96,43409.21,293,3.12,60.58,5.5
TRANSFERASE,393,2.07,43412.16,293,3.08,60.04,5.5
TRANSFERASE,364,1.96,40062.07,293,2.74,55.04,5.5
TRANSFERASE,1400,1.92,155567.05,293,2.2,43.59,5.5
TRANSFERASE,774,3,90162.5,293,2.51,51,5.5
TRANSFERASE,874,1.85,100012.16,293,2.6,53,5.5
TRANSFERASE,874,1.9,100683.63,293,2.6,51.7,5.5
TRANSFERASE,154,1.6,18023.3,293,2,33,5.5
TRANSFERASE,864,1.8,98134.22,293,2.18,43.8,5.5
TRANSFERASE,578,2.4,64864.91,293,3.24,62,5.5
TRANSFERASE,1004,2.2,114171.77,293,2.59,52.1,5.5
TRANSFERASE,1806,2.7,213011.78,293,2.51,51.06,5.5
TRANSFERASE,2064,2.03,230315.91,293,2.69,54.34,5.5
TRANSFERASE,755,1.9,85462.17,293,2.25,45.37,5.5
TRANSFERASE,1806,2.7,213011.78,293,2.51,51.06,5.5
TRANSFERASE,1136,2.7,130118.46,293,2.32,47.07,5.5
TRANSFERASE,1136,2.7,130038.48,293,2.3,46.5,5.5
TRANSFERASE,1136,2.41,131292.78,293,2.32,46.87,5.5
TRANSFERASE,1136,3.01,129086.08,293,2.3,46.63,5.5
TRANSFERASE,486,1.9,54844.23,293,2.46,50.06,5.5
TRANSFERASE,486,2.3,55639.74,293,2.44,49.57,5.5
TRANSFERASE,194,1.77,22288.47,293,3.28,62.46,5.5
TRANSFERASE,194,2.15,22288.47,293,3.23,61.93,5.5
TRANSFERASE,295,1.15,35647.59,293,3.08,60.09,5.5
TRANSFERASE,295,1.3,35925.8,293,3.1,60.33,5.5
TRANSFERASE,295,1.3,36028.02,293,3.1,60.27,5.5
TRANSFERASE,295,1.55,35819.75,293,3.37,63.51,5.5
TRANSFERASE,295,1.8,36038.92,293,2.96,58.46,5.5
TRANSFERASE,295,1.81,36466.34,293,3.1,60.33,5.5
TRANSFERASE,295,1.8,36109.99,293,3.1,60.34,5.5
TRANSFERASE,159,2.29,18703.51,293,3.57,65.58,5.5
TRANSFERASE,654,2.8,74806.34,293,2.9,57.62,5.5
TRANSFERASE,327,3.43,37403.17,293,2.38,48.22,5.5
TRANSFERASE,690,2.1,80820.06,293,2.45,49.87,5.5
TRANSFERASE,326,1.7,36469.9,293,2.32,47,5.5
TRANSFERASE,394,1.68,43388.34,293,2.15,42.77,5.5
TRANSFERASE,520,2,60969.68,293,2.39,48.64,5.5
TRANSFERASE,1144,2.02,133464.91,293,2.64,53.46,5.5
TRANSFERASE,572,2.3,66147.73,293,2.46,50.07,5.5
TRANSFERASE,353,2.28,41314.92,293,2.18,43.55,5.5
TRANSFERASE,364,2.2,42872.55,293,2.12,41.87,5.5
TRANSFERASE,355,2.28,41740.62,293,2.16,42.99,5.5
TRANSFERASE,1331,2.95,153562.27,293,2.07,40.66,5.5
TRANSFERASE,968,1.92,111240.27,293,2.97,58.53,5.5
TRANSFERASE,454,2.1,50619.76,293,2.3,46.61,5.5
TRANSFERASE,220,2.8,25361.33,293,2.13,42.35,5.5
TRANSFERASE,654,3,78219.13,293,2.57,52.21,5.5
TRANSFERASE,414,2.2,48445.09,293,2.63,53.16,5.5
TRANSFERASE,404,2.5,46757.29,293,2.31,46.65,5.5
TRANSFERASE,364,2.4,42694.38,293,2.08,40.92,5.5
TRANSFERASE,362,2,41389.97,293,3.2,61.59,5.5
TRANSFERASE,329,2.5,38051.35,293,2.6,52.78,5.5
TRANSFERASE,576,1.92,67579.23,293,2.06,40.15,5.5
TRANSFERASE,420,1.85,48103.05,293,2.52,51.17,5.5
TRANSFERASE,157,1.75,18170.93,293,2.54,51.54,5.5
TRANSFERASE,744,1.98,85870.19,293,2.66,53.7,5.5
TRANSFERASE,708,2.04,80540.36,293,2.34,47.48,5.5
TRANSFERASE,1232,2.05,135821.69,293,2.61,52.86,5.5
TRANSFERASE,898,1.55,98504.68,293,2.25,45.37,5.5
TRANSFERASE,458,2.4,52834.15,293,2.01,38.76,5.5
TRANSFERASE,494,1.8,57258.7,293,2.39,48.58,5.5
TRANSFERASE,2136,3.42,236537.41,293,3.53,65.13,5.5
TRANSFERASE,538,1.84,66946.86,293,2.25,45.37,5.5
TRANSFERASE,394,1.68,43293.13,293,2.15,42.73,5.5
TRANSFERASE,729,1.9,84699.89,293,2.35,47.59,5.5
TRANSFERASE,2748,2.3,319137.41,293,2.48,50.36,5.5
TRANSFERASE,696,2.1,80015.72,293,2.42,49.25,5.5
TRANSFERASE,328,1.8,38670.34,293,2.01,38.95,5.5
TRANSFERASE,4104,3.25,438480.09,293,2.69,54.29,5.5
TRANSFERASE,522,1.5,60262.16,293,2.01,38.75,5.5
TRANSFERASE,1512,1,163645.94,293,2.16,43.06,5.5
TRANSFERASE,1512,1.6,162278.78,293,2.19,43.81,5.5
TRANSFERASE,163,1.87,21088.51,293,2.22,44.71,5.5
TRANSFERASE,1616,2.59,170819.91,293,2.72,54.76,5.5
TRANSFERASE,1956,3.19,229124.17,293,2.64,53.36,5.5
TRANSFERASE,809,1.8,93457.9,293,2.33,47.24,5.5
TRANSFERASE,1472,2.2,165029.86,293,2.41,48.93,5.5
TRANSFERASE,736,2.35,84576.06,293,2.3,46.47,5.5
TRANSFERASE,363,2.25,42889.7,293,4.18,70.57,5.5
TRANSFERASE,616,1.82,69131.22,293,1.96,37.28,5.5
TRANSFERASE,860,2.3,100046.89,293,2.13,42.13,5.5
TRANSFERASE,379,1.57,42905.04,293,2.67,53.94,5.5
TRANSFERASE,379,1.72,43388.24,293,2.64,53.33,5.5
TRANSFERASE,379,2.16,42962.03,293,2.63,53.25,5.5
TRANSFERASE,379,1.94,43413.54,293,2.64,53.43,5.5
TRANSFERASE,379,1.88,42319.31,293,2.71,54.57,5.5
TRANSFERASE,379,1.9,43237.96,293,2.78,55.81,5.5
TRANSFERASE,379,1.47,43648.09,293,2.77,55.55,5.5
TRANSFERASE,366,1.7,41770.77,293,2.48,50.38,5.5
TRANSFERASE,301,1.5,32997.45,293,2.39,48.53,5.5
TRANSFERASE,301,1.5,32990.37,293,2.39,48.5,5.5
TRANSFERASE,301,1.3,33200.62,293,2.51,50.94,5.5
TRANSFERASE,1512,1.6,162831.34,293,2.19,43.81,5.5
TRANSFERASE,1512,0.93,163926.19,293,2.16,43.06,5.5
TRANSFERASE,590,2.4,71192.09,293,2.92,57.81,5.5
TRANSFERASE,868,2.9,101620.99,293,2.36,48.02,5.5
TRANSFERASE,310,2.14,35286.59,293,2.78,55.74,5.5
TRANSFERASE,407,2.31,47879.8,293,1.97,37.56,5.5
TRANSFERASE,882,2.31,98435.48,293,2.09,41.16,5.5
TRANSFERASE,686,2.7,84469.94,293,3.27,62.33,5.5
TRANSFERASE,646,2.3,81724.16,293,2.51,50.91,5.5
TRANSFERASE,700,1.9,80330.35,293,2.5,50.74,5.5
TRANSFERASE,696,3.1,79909.78,293,2.46,49.99,5.5
TRANSFERASE,820,2.1,92839.94,293,2.4,48.9,5.5
TRANSFERASE,888,2,102883.94,293,2.86,56.93,5.5
TRANSFERASE,1256,2.86,139508.06,293,3.51,64.93,5.5
TRANSFERASE,692,1.97,78706.12,293,1.83,32.81,5.5
TRANSFERASE,736,2.33,86344.34,293,3.11,60.4,5.5
TRANSFERASE,368,2.3,42317.75,293,3.09,60.19,5.5
TRANSFERASE,736,1.9,85850.21,293,3.09,60.22,5.5
TRANSFERASE,368,2.22,43161.1,293,2.54,51.59,5.5
TRANSFERASE,898,2.57,103088.12,293,2.36,47.89,5.5
TRANSFERASE,898,2,103890.8,293,2.31,46.73,5.5
TRANSFERASE,898,2,103898.5,293,2.29,46.39,5.5
TRANSFERASE,898,1.8,103870.45,293,2.28,46.14,5.5
TRANSFERASE,898,2,103838.45,293,2.28,45.94,5.5
TRANSFERASE,1456,2,169124.88,293,1.94,36.69,5.5
TRANSFERASE,298,2.2,34765.23,293,3.27,62.43,5.5
TRANSFERASE,298,2,34686.26,293,3.27,62.43,5.5
TRANSFERASE,298,2,34685.27,293,3.3,62.68,5.5
TRANSFERASE,291,1.9,33636.85,293,2.24,45.15,5.5
TRANSFERASE,196,2.1,22117.44,278,1.99,38.25,5.5
TRANSFERASE,771,2.6,89080.69,278,2.36,47.89,5.5
TRANSFERASE,324,1.2,37387.95,278,2.17,43.34,5.5
TRANSFERASE,1126,2,125688.11,294,2.28,45.94,5.5
TRANSFERASE,143,1.5,16692.59,294,2.38,48.34,5.5
TRANSFERASE,464,2.2,53351.25,294,3.27,62.38,5.5
TRANSFERASE,952,2,103134.59,294,2.12,42.09,5.5
TRANSFERASE,2780,2.9,318872.03,294,2.6,52.65,5.5
TRANSFERASE,364,3,42216.91,294,3.11,60.46,5.5
TRANSFERASE,366,1.99,42369.06,294,2.62,53.1,5.5
TRANSFERASE,732,2.08,84467.75,294,3.11,60.45,5.5
TRANSFERASE,329,1.71,38219.48,294,2.59,52.49,5.5
TRANSFERASE,693,1.85,78851.88,294,2.48,50.31,5.5
TRANSFERASE,882,1.8,97965.23,294,2.11,41.76,5.5
TRANSFERASE,3224,1.8,357892.28,294,3.37,63.5,5.5
TRANSFERASE,386,1.7,43166.26,295,2.23,44.45,5.5
TRANSFERASE,386,1.9,42991.11,295,2.32,46.58,5.5
TRANSFERASE,386,2.4,43170.29,295,2.96,58.19,5.5
TRANSFERASE,418,2.1,47496.29,295,2.33,46.75,5.5
TRANSFERASE,386,1.85,43279.44,295,2.42,49.09,5.5
TRANSFERASE,386,2.1,43284.5,295,2.42,49.2,5.5
TRANSFERASE,386,1.75,43303.5,295,2.41,48.89,5.5
TRANSFERASE,386,1.2,43167.29,295,2.42,49.21,5.5
TRANSFERASE,386,1.81,43166.3,295,2.42,49.1,5.5
TRANSFERASE,386,1.95,43152.27,295,2.38,48.26,5.5
TRANSFERASE,218,2.5,25938.11,295,2.31,46.25,5.5
TRANSFERASE,832,2.1,94705.26,295,3.2,61.3,5.5
TRANSFERASE,273,2.15,32140.42,295,3.5,64.88,5.5
TRANSFERASE,386,1.7,43192.3,295,2.42,49.12,5.5
TRANSFERASE,530,1.8,59698.27,295,3.18,61.31,5.5
TRANSFERASE,530,2.2,59670.21,295,3.24,62.08,5.5
TRANSFERASE,530,2.1,59670.21,295,3.25,62.16,5.5
TRANSFERASE,530,2.1,59906.55,295,3.25,62.17,5.5
TRANSFERASE,530,2.1,59694.32,295,3.23,61.97,5.5
TRANSFERASE,530,2.3,59670.21,295,3.26,62.22,5.5
TRANSFERASE,530,2.3,59762.3,295,3.28,62.45,5.5
TRANSFERASE,530,2.4,59642.16,295,3.23,61.86,5.5
TRANSFERASE,530,2.4,59670.21,295,3.28,62.55,5.5
TRANSFERASE,530,2.2,59684.11,295,3.23,61.86,5.5
TRANSFERASE,530,1.9,59688.12,295,3.2,61.54,5.5
TRANSFERASE,195,1.52,22031.86,295,2.3,46.44,5.5
TRANSFERASE,530,2.2,59842.3,295,3.21,61.72,5.5
TRANSFERASE,530,2.1,60144.53,295,3.18,61.27,5.5
TRANSFERASE,265,2.2,29942.77,295,3.64,66.19,5.5
TRANSFERASE,530,2.1,59670.21,295,3.17,61.21,5.5
TRANSFERASE,530,2.2,59620.23,295,3.27,62.34,5.5
TRANSFERASE,530,2.8,59547.19,295,3.28,62.48,5.5
TRANSFERASE,530,2.9,59931.6,295,3.24,62.06,5.5
TRANSFERASE,530,2,59670.21,295,3.26,62.3,5.5
TRANSFERASE,530,2.2,59670.21,295,3.22,61.86,5.5
TRANSFERASE,386,1.7,43442.54,295,2.42,49.09,5.5
TRANSFERASE,1300,2.5,152420.78,295,1.85,33.6,5.5
TRANSFERASE,1300,2.9,152730.67,295,2.11,41.58,5.5
TRANSFERASE,333,2.8,38306.82,295,2.84,56.72,5.5
TRANSFERASE,333,2,38345.44,295,2.99,58.86,5.5
TRANSFERASE,333,2.4,38297.42,295,2.96,58.4,5.5
TRANSFERASE,418,1.55,48855.46,295,2.54,51.52,5.5
TRANSFERASE,1005,2,112220.98,295,2.3,46.57,5.5
TRANSFERASE,1092,3.5,121348.27,295,2.93,57.97,5.5
TRANSFERASE,690,2,77472.42,295,2.23,44.94,5.5
TRANSFERASE,1146,2.4,131204.11,295,2.23,44.85,5.5
TRANSFERASE,253,1.9,28426.47,295,2.04,39.66,5.5
TRANSFERASE,1790,2.24,199162.81,295,2.85,56.82,5.5
TRANSFERASE,604,2.1,70360.11,295,2.38,48.35,5.5
TRANSFERASE,1790,2.24,199162.81,295,2.85,56.82,5.5
TRANSFERASE,2052,2.4,236043.39,295,2.02,39.04,5.5
TRANSFERASE,414,2.35,48979.61,295,2.36,47.9,5.5
TRANSFERASE,426,2.2,47485.48,295,3.12,60.57,5.5
TRANSFERASE,426,2.2,47464.05,295,3.14,60.78,5.5
TRANSFERASE,426,2.7,47408.76,295,3.17,61.23,5.5
TRANSFERASE,426,2.3,47850.24,295,3.09,60.18,5.5
TRANSFERASE,426,2.4,47921.29,295,3.11,60.39,5.5
TRANSFERASE,383,2.15,44541,295,2.16,43.17,5.5
TRANSFERASE,402,1.79,46970.84,295,2.43,49.48,5.5
TRANSFERASE,375,2.2,43356.47,296,2.27,45.79,5.5
TRANSFERASE,894,3.38,99931.2,296,5.55,77.84,5.5
TRANSFERASE,542,1.85,63190.19,297,2,38.5,5.5
TRANSFERASE,544,1.95,64463.2,297,2,38.5,5.5
TRANSFERASE,192,2.02,23060.58,297,2.3,46.7,5.5
TRANSFERASE,324,1.24,37912.33,297,2.16,43.05,5.5
TRANSFERASE,125,1.5,14484.11,297,2.58,52.33,5.5
TRANSFERASE,355,1.53,41854.89,282,2.23,44.76,5.5
TRANSFERASE,374,1.5,41233.63,298,2.18,43,5.5
TRANSFERASE,196,1.8,22285.21,298,2.03,39.38,5.5
TRANSFERASE,362,1.6,40607.71,298,2.15,42.89,5.5
TRANSFERASE,674,2.7,73346.43,298,3.05,59.6,5.5
TRANSFERASE,788,1.8,88504.92,298,2.2,42.6,5.5
TRANSFERASE,273,2.5,31981.24,298,3.51,64.93,5.5
TRANSFERASE,273,2.4,31941.13,298,3.54,65.23,5.5
TRANSFERASE,612,2.1,66751.89,298,2.5,49.4,5.5
TRANSFERASE,750,2.35,86029.65,298,2.4,49.2,5.5
TRANSFERASE,830,3.2,96607.3,298,4.41,72.09,5.5
TRANSFERASE,830,2.96,96639.3,298,4.56,73.02,5.5
TRANSFERASE,830,3.3,96663.41,298,4.65,73.54,5.5
TRANSFERASE,830,2.6,96519.24,298,4.5,72.64,5.5
TRANSFERASE,4240,1.65,470798.56,298,2.61,52.82,5.5
TRANSFERASE,574,2.2,67278.69,298,2.16,42.93,5.5
TRANSFERASE,2208,2.5,247850.06,298,2.22,44.67,5.5
TRANSFERASE,358,1.68,40954.87,298,2.53,51.43,5.5
TRANSFERASE,610,2.9,67840.72,298,4.52,72.78,5.5
TRANSFERASE,1113,1.9,129658.27,298,2.6,52.5,5.5
TRANSFERASE,1113,1.9,130795.74,298,2.6,52.5,5.5
TRANSFERASE,1113,2.05,131384.28,298,2.6,52.5,5.5
TRANSFERASE,578,2.3,65050.22,298,3.32,62.91,5.5
TRANSFERASE,578,2.6,64878.54,298,3.26,62.22,5.5
TRANSFERASE,626,2.4,72942.3,298,2.23,44.72,5.5
TRANSFERASE,1340,3,161155.58,298,3.2,61.61,5.5
TRANSFERASE,392,2.16,46475.34,298,2.51,50.92,5.5
TRANSFERASE,392,2.49,46396.33,298,2.51,50.92,5.5
TRANSFERASE,290,1.59,33129.07,298,1.87,34.07,5.5
TRANSFERASE,294,1.9,32270.71,298,2.44,49.63,5.5
TRANSFERASE,294,2.3,32437.83,298,2.44,49.63,5.5
TRANSFERASE,852,2.8,94633.8,298,4.2,70.73,5.5
TRANSFERASE,852,2.6,94699.8,298,4.19,70.62,5.5
TRANSFERASE,576,1.5,66092.39,298,2.16,42.93,5.5
TRANSFERASE,1108,2.21,130320.8,298,2.68,54.02,5.5
TRANSFERASE,830,3.3,96663.41,298,4.65,73.52,5.5
TRANSFERASE,328,2.7,37875.01,298,2.97,58.6,5.5
TRANSFERASE,420,2.25,47939.84,298,2.51,50.99,5.5
TRANSFERASE,420,1.6,47656.2,298,2.56,52.04,5.5
TRANSFERASE,328,2.3,36170.98,298,4.72,73.95,5.5
TRANSFERASE,1312,1.9,145687.5,298,2.24,45.2,5.5
TRANSFERASE,277,2.1,32905.69,298,2.27,45.74,5.5
TRANSFERASE,572,2.2,65886.62,298,2.43,49.4,5.5
TRANSFERASE,2307,2.8,263047.62,298,4.21,70.82,5.5
TRANSFERASE,2307,2.43,263128.38,298,4.18,70.54,5.5
TRANSFERASE,446,1.7,52691.85,298,2.26,45.49,5.5
TRANSFERASE,596,2.19,64439.16,298,2.34,47.35,5.5
TRANSFERASE,221,1.2,25557.92,298,2.22,44.57,5.5
TRANSFERASE,442,1.79,50967.23,298,2.27,45.88,5.5
TRANSFERASE,660,2.05,73105.7,298,2.15,42.76,5.5
TRANSFERASE,1824,2.1,193360.44,298,3.08,60.12,5.5
TRANSFERASE,235,1.8,26805.64,298,2.14,42.39,5.5
TRANSFERASE,4248,2.41,470150.38,298,2.55,51.77,5.5
TRANSFERASE,1312,2.3,144722.78,298,2.36,47.93,5.5
TRANSFERASE,718,1.95,78703.72,298,2.06,40.23,5.5
TRANSFERASE,718,1.5,78387.33,298,1.96,37.35,5.5
TRANSFERASE,718,1.9,79818.21,298,1.99,38.19,5.5
TRANSFERASE,916,1.8,105422.18,298,2.7,54.39,5.5
TRANSFERASE,286,1.87,31500.43,298,2.76,55.49,5.5
TRANSFERASE,373,1.63,40778.53,298,2.32,47.1,5.5
TRANSFERASE,274,2.35,29846.94,298,2.49,50.61,5.5
TRANSFERASE,660,2.55,70124.79,298,2.98,58.69,5.5
